# VFS Statistics
# ================
# ---------------------------
# Total energy at VFS level (J) : 
# ---------------------------
#  - CPU : 0.0549908
#  - Mem : 0.0207581
# ---------------------------
# Mean energy per syscall (J) : 
# -------------------------
#  - CPU : 4.57114e-05
#  - Mem : 1.72553e-05
# ---------------------------
# Mean exec. time per syscall (s) : 
# -------------------------
# 0.0002433
# ---------------------------
# Total time at VFS level (s) : 
# -------------------------
# 0.29269
# --------------------------------------
# Detailed timing / energy per syscall: 
# ---------------------------------------
# type ; time ; e_mem ; e_cpu
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;978.7;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_read;0.117188;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
vfs_write;155.7;0;0
vfs_write;155.7;0;0
vfs_write;567.2;7.03665e-05;0.000186409
