0.0;create;2;10
1.1;open;2;0;0;0
1.2;write;2;0;2086067104
1.3;close;2
1.4;reset_stats
1000.0;open;2;0;0;0
1000.42000008;read;2;0;100
1005.11000013;close;2
1015.91000009;open;2;0;0;0
1016.71000004;read;2;0;1024
1017.55999994;read;2;1048;16
1018.07999992;read;2;3112;1024
1018.28999996;read;2;5160;1024
1018.49000001;read;2;173096;1024
1018.69000006;read;2;177192;1024
1018.8900001;read;2;182312;1024
1019.10000014;read;2;188456;1024
1019.32999992;read;2;195624;1024
1019.54999995;read;2;203816;1024
1019.75;read;2;213032;1024
1020.04999995;read;2;223272;1024
1020.25;read;2;234536;1024
1020.46000004;read;2;246824;1024
1020.66000009;read;2;260136;1024
1020.86000013;read;2;274472;1024
1021.05999994;read;2;289832;1024
1021.25999999;read;2;306216;1024
1021.46000004;read;2;323624;1024
1021.68000007;read;2;342056;1024
1021.92000008;read;2;361512;1024
1022.12000012;read;2;381992;1024
1022.31999993;read;2;403496;1024
1022.53999996;read;2;426024;1024
1022.75999999;read;2;449576;1024
1023.76999998;read;2;450624;16
1024.26999998;read;2;474192;1024
1024.53999996;read;2;499792;1024
1024.75999999;read;2;526416;1024
1024.96000004;read;2;554064;1024
1025.17000008;read;2;582736;1024
1025.37000012;read;2;612432;1024
1025.56999993;read;2;643152;1024
1025.76999998;read;2;674896;1024
1026.01999998;read;2;707664;1024
1026.22000003;read;2;741456;1024
1026.42000008;read;2;776272;1024
1026.77999997;read;2;812112;1024
1027.00999999;read;2;848976;1024
1027.27999997;read;2;886864;1024
1027.59000015;read;2;925776;1024
1027.79999995;read;2;965712;1024
1028.0;read;2;1006672;1024
1028.20000005;read;2;1048656;1024
1028.4000001;read;2;1091664;1024
1028.60000014;read;2;1135696;1024
1029.45000005;read;2;1136744;16
1030.05999994;read;2;1180792;1024
1030.25999999;read;2;1226872;1024
1030.5;read;2;1273976;1024
1030.69000006;read;2;1322104;1024
1030.95000005;read;2;1371256;1024
1031.23000002;read;2;1421432;1024
1031.45000005;read;2;1472632;1024
1031.6500001;read;2;1524856;1024
1031.86000013;read;2;1578104;1024
1032.05999994;read;2;1632376;1024
1032.25999999;read;2;1687672;1024
1032.46000004;read;2;1743992;1024
1032.66000009;read;2;1801336;1024
1032.87000012;read;2;1859704;1024
1033.09000015;read;2;1919096;1024
1033.32999992;read;2;1979512;1024
1033.54999995;read;2;2040952;1024
1033.78999996;read;2;2103416;1024
1034.0;read;2;2166904;1024
1034.20000005;read;2;2231416;1024
1035.10000014;read;2;2232464;16
1035.75;read;2;2296992;1024
1035.97000003;read;2;2363552;1024
1036.17000008;read;2;2431136;1024
1036.37000012;read;2;2499744;1024
1036.56999993;read;2;2569376;1024
1036.79999995;read;2;2640032;1024
1036.99000001;read;2;2711712;1024
1037.19000006;read;2;2784416;1024
1037.4000001;read;2;2858144;1024
1037.67000008;read;2;2932896;1024
1037.87000012;read;2;3008672;1024
1038.18000007;read;2;3085472;1024
1038.38000011;read;2;3163296;1024
1038.57999992;read;2;3242144;1024
1038.77999997;read;2;3322016;1024
1038.99000001;read;2;3402912;1024
1039.19000006;read;2;3484832;1024
1039.3900001;read;2;3567776;1024
1039.71000004;read;2;3651744;1024
1039.93000007;read;2;3736736;1024
1040.75;read;2;3737784;16
1041.29999995;read;2;3822792;1024
1041.5;read;2;3909832;1024
1041.70000005;read;2;3997896;1024
1041.9000001;read;2;4086984;1024
1042.10000014;read;2;4177096;1024
1042.29999995;read;2;4268232;1024
1042.62000012;read;2;4360392;1024
1042.81999993;read;2;4453576;1024
1043.01999998;read;2;4547784;1024
1043.24000001;read;2;4643016;1024
1043.48000002;read;2;4739272;1024
1043.71000004;read;2;4836552;1024
1043.94000006;read;2;4934856;1024
1044.16000009;read;2;5034184;1024
1044.46000004;read;2;5134536;1024
1044.66000009;read;2;5235912;1024
1044.86000013;read;2;5338312;1024
1045.11000013;read;2;5441736;1024
1045.30999994;read;2;5546184;1024
1045.50999999;read;2;5651656;1024
1046.49000001;read;2;5652704;16
1047.69000006;read;2;5758192;1024
1047.92000008;read;2;5865712;1024
1048.21000004;read;2;5974256;1024
1048.45000005;read;2;6083824;1024
1048.6500001;read;2;6194416;1024
1048.96000004;read;2;6306032;1024
1049.22000003;read;2;6418672;1024
1049.68000007;read;2;6532336;1024
1050.1400001;read;2;6647024;1024
1050.54999995;read;2;6762736;1024
1050.96000004;read;2;6879472;1024
1051.42000008;read;2;6997232;1024
1051.82999992;read;2;7116016;1024
1052.09000015;read;2;7235824;1024
1052.4000001;read;2;7356656;1024
1052.6500001;read;2;7478512;1024
1052.91000009;read;2;7601392;1024
1053.21000004;read;2;7725296;1024
1053.47000003;read;2;7850224;1024
1053.82999992;read;2;7976176;1024
1054.74000001;read;2;7977224;16
1055.29999995;read;2;8103192;1024
1055.60000014;read;2;8231192;1024
1055.79999995;read;2;8360216;1024
1056.0;read;2;8490264;1024
1056.20000005;read;2;8621336;1024
1056.44000006;read;2;8753432;1024
1056.6500001;read;2;8886552;1024
1056.85000014;read;2;9020696;1024
1057.04999995;read;2;9155864;1024
1057.37000012;read;2;9292056;1024
1057.75999999;read;2;9429272;1024
1058.11000013;read;2;9567512;1024
1058.30999994;read;2;9706776;1024
1058.51999998;read;2;9847064;1024
1058.70000005;read;2;9988376;1024
1059.05999994;read;2;10130712;1024
1059.50999999;read;2;10274072;1024
1060.05999994;read;2;10418456;1024
1060.61000013;read;2;10563864;1024
1061.12000012;read;2;10710296;1024
1062.23000002;read;2;10711344;16
1063.28999996;read;2;10879296;1024
1063.51999998;read;2;11026752;1024
1063.75;read;2;11175232;1024
1063.98000002;read;2;11324736;1024
1064.29999995;read;2;11475264;1024
1064.52999997;read;2;11626816;1024
1064.73000002;read;2;11779392;1024
1065.18000007;read;2;11932992;1024
1065.42000008;read;2;12087616;1024
1065.62000012;read;2;12243264;1024
1065.81999993;read;2;12399936;1024
1066.01999998;read;2;12557632;1024
1066.22000003;read;2;12716352;1024
1066.43000007;read;2;12876096;1024
1066.63000011;read;2;13036864;1024
1066.88000011;read;2;13198656;1024
1067.09000015;read;2;13361472;1024
1067.29999995;read;2;13525312;1024
1067.51999998;read;2;13690176;1024
1067.73000002;read;2;13856064;1024
1068.02999997;read;2;14022976;1024
1068.82999992;read;2;14024024;16
1069.4000001;read;2;14193000;1024
1069.6400001;read;2;14364008;1024
1069.84000015;read;2;14536040;1024
1070.07999992;read;2;14709096;1024
1070.28999996;read;2;14883176;1024
1070.52999997;read;2;15058280;1024
1070.74000001;read;2;15234408;1024
1070.99000001;read;2;15411560;1024
1071.25;read;2;15589736;1024
1071.46000004;read;2;15768936;1024
1071.71000004;read;2;15949160;1024
1071.91000009;read;2;16130408;1024
1072.17000008;read;2;16312680;1024
1072.37000012;read;2;16495976;1024
1072.57999992;read;2;16680296;1024
1072.78999996;read;2;16865640;1024
1072.99000001;read;2;17052008;1024
1073.19000006;read;2;17239400;1024
1073.4000001;read;2;17427816;1024
1073.6500001;read;2;17617256;1024
1074.68000007;read;2;17618304;16
1075.17000008;read;2;17807760;1024
1075.41000009;read;2;17999248;1024
1075.61000013;read;2;18191760;1024
1075.80999994;read;2;18385296;1024
1076.00999999;read;2;18579856;1024
