# JFFS2 Statistics
# ================
# A call to jffs2_readpage can be triggered by a vfs_read with a page cache miss, but also a 
# call to jffs2_write_begin (coming from a vfs_write) on a page wich is not up to date. 
# type ; process time ; e_mem ; e_cpu
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.2732e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1189;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.2732e-313;9.88131e-324
jffs2_write_end;853;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1189;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1189;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.4854e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1189;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.4854e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1189;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.4854e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1189;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;594.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.4854e-313;9.88131e-324
jffs2_write_end;853;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1372;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.6976e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;0;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.6976e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;12243.9;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.6976e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;183;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.6976e-313;9.88131e-324
jffs2_write_end;853;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;183;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;183;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.9098e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;183;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.9098e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1372;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.9098e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;777.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;1.9098e-313;9.88131e-324
jffs2_write_end;853;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1372;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;2.122e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1372;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;0;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;2.122e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;12243.9;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;2.122e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1372;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;2.122e-313;9.88131e-324
jffs2_write_end;853;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1372;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;2.3342e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1372;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;2.3342e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1372;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;777.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;9.88131e-324
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;2.3342e-313;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;441.5;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_garbage_collect_pass;1372;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;5.51719e-313;1.4822e-323
jffs2_write_end;30;6.95313e-310;6.95313e-310
jffs2_write_begin;5.7;0;9.88131e-324
jffs2_write_end;30;6.95313e-310;6.95313e-310
