# VFS Statistics
# ================
# ---------------------------
# Total energy at VFS level (J) : 
# ---------------------------
#  - CPU : 0.106067
#  - Mem : 0.0400385
# ---------------------------
# Mean energy per syscall (J) : 
# -------------------------
#  - CPU : 8.36491e-05
#  - Mem : 3.15761e-05
# ---------------------------
# Mean exec. time per syscall (s) : 
# -------------------------
# 0.000356716
# ---------------------------
# Total time at VFS level (s) : 
# -------------------------
# 0.452316
# --------------------------------------
# Detailed timing / energy per syscall: 
# ---------------------------------------
# type ; time ; e_mem ; e_cpu
vfs_read;0.732422;0;0
vfs_read;7.5;0;0
vfs_read;0.117188;0;0
vfs_read;7.5;0;0
vfs_read;7.5;0;0
vfs_read;7.5;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;1062.6;0.000140733;0.000372819
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;1007.8;0.000140733;0.000372819
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_write;1007.8;0.000140733;0.000372819
vfs_write;596.3;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;1062.6;0.000140733;0.000372819
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_write;1007.8;0.000140733;0.000372819
vfs_read;0.117188;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;1062.6;0.000140733;0.000372819
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_write;1007.8;0.000140733;0.000372819
vfs_write;184.8;0;0
vfs_write;596.3;7.03665e-05;0.000186409
vfs_read;0.117188;0;0
vfs_write;184.8;0;0
